id,movie,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,avg_vote
80278,Mi gran noche,2015,Comedy,100,Spain,Alex de la Iglesia,0,0,0,0,6,19
80384,Rosamunde Pilcher: Die versprochene Braut,2013,Drama,89,Germany,Dieter Kehler,0,0,0,0,6,5
80397,Al-too-bi: Riteon too beiseu,2012,Action,113,South Korea,Dong-won Kim,0,0,0,0,6,7
80550,The Man Who Knew Infinity,2015,Biography,114,Great Britain,Matt Brown,0,0,1,0,5,102
80565,Human,2015,Documentary,188,France,Yann Arthus-Bertrand,0,1,1,1,7,32
80609,Tempête,2015,Drama,89,France,Samuel Collardey,0,0,0,0,7,4
80630,Rosamunde Pilcher: Schlangen im Paradies,2013,Drama,89,Germany,Heidi Kranz,0,0,0,0,2,6
80670,City of Tiny Lights,2016,Thriller,107,Great Britain,Pete Travis,0,0,0,0,3,3
80782,Lords of London,2014,Thriller,90,Great Britain,Antonio Simoncini,0,0,0,0,3,4
80874,Er ist wieder da,2015,Comedy,116,Germany,David Wnendt,1,0,1,0,6,136
80890,Tschick,2016,Drama,93,Germany,Fatih Akin,0,0,0,0,6,3
80907,Rosamunde Pilcher: Evitas Rache,2014,Drama,90,Germany,Christine Kabisch,0,0,0,0,4,7
81033,In the Deep,2016,Thriller,87,Great Britain,Johannes Roberts,0,2,2,2,5,87
81059,Bolshoi Babylon,2015,Documentary,86,Great Britain,Nick Read,0,0,0,0,6,3
81083,In einem wilden Land,2013,Western,120,Germany,Rainer Matsutani,0,0,0,0,5,7
81094,Beterang,2015,Action,124,South Korea,Seung-wan Ryoo,0,0,0,0,5,14
81097,Rosamunde Pilcher: Die Frau auf der Klippe,2013,Drama,89,Germany,Dieter Kehler,0,0,0,0,2,3
81107,Dad's Army,2016,Comedy,95,Great Britain,Oliver Parker,0,0,0,0,5,6
81120,La mano de un hombre muerto,1962,Horror,95,Spain,Jesús Franco,0,0,0,0,6,4
81127,Jag är nyfiken - en film i blått,1968,Drama,107,Sweden,Vilgot Sjöman,0,0,0,0,6,5
81150,Herzdamen an der Elbe,2013,Comedy,89,Germany,Thomas Nennstiel,0,0,0,0,2,4
81162,My Name Is Emily,2015,Drama,100,Ireland,Simon Fitzmaurice,0,0,0,0,6,9
81178,Pojkarna,2015,Drama,106,Sweden,Alexandra-Therese Keining,0,0,0,0,4,5
81214,À l'aventure,2008,Drama,104,France,Jean-Claude Brisseau,0,0,0,0,7,4
81269,L'avenir,2016,Drama,100,France,Mia Hansen-Løve,0,0,0,0,6,62
81285,Nackt unter Wölfen,2015,Drama,105,Germany,Philipp Kadelbach,0,0,0,0,5,15
81327,Mandy,1952,Drama,93,Great Britain,Alexander Mackendrick,0,1,1,0,7,9
81382,Inga Lindström: Der Traum vom Siljansee,2014,Drama,89,Germany,Udo Witte,0,0,0,0,2,4
81386,Tous à l'Ouest: Une aventure de Lucky Luke,2007,Animation,90,France,Olivier Jean Marie,0,0,0,0,5,3
81481,Tunes of Glory,1960,Drama,107,Great Britain,Ronald Neame,2,3,3,3,7,8
81554,Charlie's Farm,2014,Horror,93,Australia,Chris Sun,0,0,0,0,5,4
81664,Uns geht es gut,2015,Drama,96,Germany,Henri Steinmetz,0,0,0,0,4,3
81733,Sophelikoptern,2015,Drama,100,Sweden,Jonas Selberg Augustsén,1,1,1,1,6,3
81887,Taularde,2015,Drama,98,France,Audrey Estrougo,0,0,0,0,5,19
81907,Braqueurs,2015,Thriller,85,France,Julien Leclercq,0,1,0,0,6,13
81925,Gyeongseonghakyoo: Sarajin Sonyeodeul,2015,Horror,99,South Korea,Hae-young Lee,0,0,0,0,6,3
81962,Made in Britain,1983,Drama,76,Great Britain,Alan Clarke,0,0,0,0,7,4
81968,The Pack,2015,Horror,90,Australia,Nick Robertson,1,1,1,1,6,3
81982,Uninhabited,2010,Horror,93,Australia,Bill Bennett,0,0,0,0,6,3
82021,Roadgames,1981,Thriller,101,Australia,Richard Franklin,0,0,0,0,7,14
82035,Made in France,2015,Thriller,89,France,Nicolas Boukhrief,0,0,0,0,5,32
82046,The Confessions of Thomas Quick,2015,Documentary,95,Great Britain,Brian Hill,0,0,0,0,7,5
82085,Ronaldo,2015,Documentary,100,Great Britain,Anthony Wonke,0,0,0,0,4,16
82150,Bridget Jones's Baby,2016,Comedy,115,Great Britain,Sharon Maguire,3,2,2,2,5,79
82192,Mais ne nous délivrez pas du mal,1970,Drama,102,France,Joël Séria,0,0,0,0,6,8
82207,Le grand partage,2015,Comedy,106,France,Alexandra Leclère,0,0,0,0,4,33
82284,Le Fantôme de Canterville,2016,Comedy,92,France,Yann Samuell,0,0,0,0,4,7
82615,Howl,2015,Horror,89,Great Britain,Paul Hyett,0,0,0,0,5,6
82636,Personal Shopper,2016,Drama,105,France,Olivier Assayas,0,0,0,0,6,139
82738,Agassi,2016,Drama,144,South Korea,Chan-wook Park,0,0,0,0,7,128
82742,En man som heter Ove,2015,Comedy,105,Sweden,Hannes Holm,0,0,0,0,6,87
82795,The Looking Glass War          ,1969,Spy,108,Great Britain,Frank Pierson,0,0,0,0,6,3
82811,Lady Chatterley's Lover     ,2015,Drama,89,Great Britain,Jed Mercurio,0,0,0,0,6,5
82855,Valérian and the City of a Thousand Planets,2017,Sci-Fi,137,France,Luc Besson,0,0,0,0,6,170
82857,The Limehouse Golem,2016,Horror,105,Great Britain,Juan Carlos Medina,0,0,0,0,5,45
82994,Méditerranée,1963,Documentary,44,France,Jean-Daniel Pollet,0,0,0,0,5,3
83107,Their Finest,2016,Drama,110,Great Britain,Lone Scherfig,0,0,0,0,6,49
83133,The Journey,2016,Drama,94,Great Britain,Nick Hamm,0,0,0,0,6,33
83139,Médecin de campagne,2016,Comedy,102,France,Thomas Lilti,0,0,0,0,6,78
83213,Les malheurs de Sophie,2016,Drama,106,France,Christophe Honoré,0,0,0,0,4,3
83219,Nine Lives,2016,Comedy,87,France,Barry Sonnenfeld,0,0,0,0,4,44
83296,HHhH,2017,Drama,120,France,Cédric Jimenez,0,0,0,0,5,58
83436,Demain tout commence,2016,Comedy,115,France,Hugo Gélin,0,0,0,0,5,89
83542,A cambio de nada,2015,Drama,93,Spain,Daniel Guzmán,0,0,0,0,8,4
83556,Un homme à la hauteur,2016,Romantic,98,France,Laurent Tirard,0,0,0,0,5,65
83692,Sherlock: The Abominable Bride,2016,Thriller,90,Great Britain,Douglas Mackinnon,0,0,0,0,5,64
83730,La vache,2016,Comedy,91,France,Mohamed Hamidi,0,0,0,0,5,31
83734,Retour chez ma mère,2016,Comedy,90,France,Eric Lavaine,0,0,0,0,5,24
83851,The Swedish Theory of Love,2015,Documentary,90,Sweden,Erik Gandini,0,0,0,0,5,8
83960,Wild,2016,Drama,97,Germany,Nicolette Krebitz,0,0,0,0,5,3
84036,War on Everyone,2016,Comedy,98,Great Britain,John Michael McDonagh,0,0,0,0,6,34
84042,Théo et Hugo dans le même bateau,2016,Drama,97,France,Olivier Ducastel,0,0,0,0,7,13
84075,Girl Asleep,2015,Drama,77,Australia,Rosemary Myers,0,0,0,0,7,5
84245,Quand on a 17 ans,2016,Drama,116,France,André Téchiné,0,0,0,0,7,54
84249,Dilili a Paris,2018,Animation,95,France,Michel Ocelot,0,0,0,0,7,47
84300,A United Kingdom,2016,Drama,105,Great Britain,Amma Asante,0,0,0,0,5,44
84302,Der geilste Tag,2016,Comedy,110,Germany,Florian David Fitz,0,0,0,0,6,44
84312,Das Tagebuch der Anne Frank,2016,Drama,128,Germany,Hans Steinbichler,0,0,0,0,4,5
84326,Patient Zero,2018,Horror,93,Great Britain,Stefan Ruzowitzky,0,0,0,0,5,16
84436,La fille de Brest,2016,Drama,128,France,Emmanuelle Bercot,0,0,0,0,6,30
84471,L'Outsider,2016,Drama,117,France,Christophe Barratier,0,0,0,0,6,6
84473,Orpheline,2016,Drama,111,France,Arnaud des Pallières,0,0,0,0,5,11
84504,Woorideul,2016,Drama,95,South Korea,Yoon Ga-eun,0,0,0,0,6,3
84537,Lèvres de sang,1975,Horror,88,France,Jean Rollin,0,0,0,0,5,3
84603,Toro,2015,Drama,83,Germany,Martin Hawie,0,0,0,0,7,3
84611,Wir sind die Flut,2016,Drama,85,Germany,Sebastian Hilger,0,0,0,0,5,19
84615,Rester vertical,2016,Drama,98,France,Alain Guiraudie,0,0,0,0,7,19
84643,Grave,2016,Drama,95,France,Julia Ducournau,0,0,0,0,6,89
84682,Berlin Syndrome,2017,Thriller,116,Australia,Cate Shortland,0,0,0,0,5,31
84686,24 Wochen,2016,Drama,102,Germany,Anne Zohra Berrached,0,0,0,0,6,4
84698,Jug-yeo-ju-neun Yeo-ja,2016,Drama,110,South Korea,E J-Yong,0,0,0,0,7,3
84743,Aaaaaaaah!,2015,Thriller,79,Great Britain,Steve Oram,0,0,0,0,2,2
84786,Interview with a Hitman,2012,Action,96,Great Britain,Perry Bhandal,0,0,0,0,5,3
84844,Rodin,2017,Biography,119,France,Jacques Doillon,0,0,0,0,4,3
84870,Malgré la nuit,2015,Sperimental,156,France,Philippe Grandrieux,0,0,0,0,7,10
85067,Dalida,2017,Biography,124,France,Lisa Azuelos,0,0,0,0,5,24
85073,An Inspector Calls,2015,Drama,87,Great Britain,Aisling Walsh,0,0,0,0,7,8
85081,Si j'étais un homme,2017,Comedy,98,France,Audrey Dana,0,0,0,0,5,22
85152,Tatort: Willkommen in Hamburg,2013,Thriller,91,Germany,Christian Alvart,0,0,0,0,2,3
85166,David Bowie: Five Years,2013,Documentary,60,Great Britain,Francis Whately,0,0,0,0,6,4
85172,Tatort: Kopfgeld,2014,Thriller,90,Germany,Christian Alvart,0,0,0,0,2,3
85211,The End,2016,Drama,85,France,Guillaume Nicloux,0,0,0,0,7,5
85258,El bar,2017,Comedy,102,Spain,Alex de la Iglesia,0,0,0,0,6,81
85273,Madame Hyde,2017,Comedy,95,France,Serge Bozon,0,0,0,0,5,15
85290,Si tu voyais son coeur,2017,Drama,85,France,Joan Chemla,0,0,0,0,5,3
85294,Radin!,2016,Comedy,89,France,Fred Cavayé,0,0,0,0,5,67
85311,La Dream Team,2016,Comedy,95,France,Thomas Sorriaux,0,0,0,0,3,15
85338,Raid Dingue,2017,Comedy,105,France,Dany Boon,0,0,0,0,5,38
85357,And Then There Were None,2015,Thriller,180,Great Britain,Craig Viveiros,0,0,0,0,6,20
85371,Sand Castle,2017,Drama,113,Great Britain,Fernando Coimbra,0,0,0,0,5,20
85407,Le secret des banquises,2016,Comedy,81,France,Marie Madinier,0,0,0,0,4,3
85480,Sage Femme,2017,Comedy,116,France,Martin Provost,0,0,0,0,6,45
85490,La prunelle de mes yeux,2016,Drama,90,France,Axelle Ropert,0,0,0,0,6,4
85562,Barça Dreams,2015,Documentary,120,Spain,Jordi Llompart,0,0,0,0,7,6
85606,Iris,2016,Noir,99,France,Jalil Lespert,0,0,0,0,5,22
85608,Il a déjà tes yeux,2016,Comedy,95,France,Lucien Jean-Baptiste,0,0,0,0,5,10
85610,Mes trésors,2017,Comedy,91,France,Pascal Bourdiaux,0,0,0,0,4,31
85612,Ce qui nous lie,2017,Comedy,113,France,Cédric Klapisch,0,0,0,0,5,26
85614,Nebel im August,2016,Drama,126,Germany,Kai Wessel,0,0,0,0,7,23
85616,The Beatles - Eight Days a Week,2016,Documentary,120,Great Britain,Ron Howard,0,0,0,0,7,66
85618,Mal de pierres,2016,Drama,120,France,Nicole Garcia,0,0,0,0,5,46
85708,Marie et les naufragés,2016,Comedy,104,France,Sébastien Betbeder,0,0,0,0,6,3
85726,Le petit locataire,2016,Comedy,99,France,Nadège Loiseau,0,0,0,0,5,12
85731,Fritz Lang,2016,Biography,104,Germany,Gordian Maugg,0,0,0,0,7,5
85810,Festival,2010,Sperimental,80,France,Jean-Claude Rousseau,0,0,0,0,5,6
85888,Réparer les vivants,2016,Drama,103,France,Katell Quillévéré,0,0,0,0,5,25
85984,El olivo,2016,Comedy,100,Spain,Iciar Bollain,0,0,0,0,6,3
86044,Jeune femme à sa fenêtre lisant une lettre,1983,Sperimental,45,France,Jean-Claude Rousseau,0,0,0,0,4,3
86054,La roue,1923,Drama,415,France,Abel Gance,0,0,0,0,8,8
86262,A Hitman in London,2015,Action,97,Great Britain,Ara Paiaya,0,0,0,0,4,6
86297,La noche que mi madre mató a mi padre,2016,Comedy,94,Spain,Inés París,0,0,0,0,5,27
86468,Sacrifice,2016,Thriller,90,Ireland,Peter A. Dowling,0,0,0,0,5,22
86470,Ils sont partout,2016,Comedy,111,France,Yvan Attal,0,0,0,0,5,11
86490,Nuestros amantes,2016,Romantic,91,Spain,Miguel Ángel Lamata,0,0,0,0,5,4
86492,The Mercy,2018,Drama,102,Great Britain,James Marsh,0,0,0,0,5,35
86633,The Great White Silence,1924,Documentary,108,Great Britain,Herbert G. Ponting,0,0,0,0,7,5
86636,La mort de Louis XIV,2016,Sperimental,104,France,Albert Serra,0,0,0,0,7,16
86648,Daeho,2015,Action,139,South Korea,Hoon-jung Park,0,0,0,0,5,4
86708,Goksung,2016,Thriller,156,South Korea,Hong-jin Na,0,0,0,0,6,103
86720,Bu-san-Haeng,2016,Drama,118,South Korea,Sang-ho Yeon,0,0,0,0,6,190
86748,Bienvenue à Marly-Gomont,2016,Comedy,96,France,Julien Rambaldi,0,0,0,0,6,15
86787,Contactos,1970,Drama,70,Spain,Paulino Viota,0,0,0,0,5,9
86793,Mammame,1986,Musical,65,France,Raoul Ruiz,0,0,0,0,8,3
86891,Mercenaire,2016,Drama,112,France,Sacha Wolff,0,0,0,0,6,4
86894,Tour de France,2016,Comedy,95,France,Rachid Djaïdani,0,0,0,0,5,3
86897,Divines,2016,Drama,105,France,Houda Benyamina,0,0,0,0,6,16
112105,Friend Request,2016,Thriller,92,Germany,Simon Verhoeven,0,1,1,1,4,49
113319,Inn of the Damned,1975,Horror,118,Australia,Terry Bourke,0,0,0,0,5,4
113536,La jeune fille sans mains,2016,Animation,76,France,Sébastien Laudenbach,0,0,0,0,7,4
113552,Le parc,2016,Drama,71,France,Damien Manivel,0,0,0,0,6,4
113557,Goldstone,2016,Thriller,110,Australia,Ivan Sen,0,0,0,0,6,34
113604,Gernika,2016,Romantic,114,Spain,Koldo Serra,0,0,0,0,5,7
113606,Irréprochable,2016,Thriller,103,France,Sébastien Marnier,0,0,0,0,5,5
114410,Die innere Sicherheit,2000,Drama,102,Germany,Christian Petzold,0,0,0,0,6,4
114412,C'est quoi cette famille?!,2016,Comedy,99,France,Gabriel Julien-Laferrière,0,0,0,0,5,9
114420,Die Unsichtbaren,2017,Drama,110,Germany,Claus Räfle,0,0,0,0,5,14
114430,Seoulyeok,2016,Animation,92,South Korea,Sang-ho Yeon,0,0,0,0,6,28
114601,Con uñas y dientes,1977,Drama,96,Spain,Paulino Viota,0,0,0,0,5,7
114762,Dangsinjasingwa dangsinui geot,2016,Drama,86,South Korea,Sang-soo Hong,0,0,0,0,5,3
114764,Geumul,2016,Drama,114,South Korea,Kim Ki-duk,0,0,0,0,7,105
114766,The Age of Shadows,2016,Drama,139,South Korea,Kim Ji-woon,0,0,0,0,7,43
114768,Tarde para la ira,2016,Thriller,92,Spain,Raúl Arévalo,0,0,0,0,6,148
114806,Hounds of Love,2016,Drama,107,Australia,Ben Young,0,0,0,0,6,14
115401,Turks & Caicos,2014,Action,95,Great Britain,David Hare,0,0,0,0,5,14
115403,Cuerpo a cuerpo,1984,Comedy,82,Spain,Paulino Viota,0,0,0,0,5,9
117159,Rock'n Roll,2017,Comedy,123,France,Guillaume Canet,0,0,0,0,5,11
117293,Le Redoutable,2017,Biography,102,France,Michel Hazanavicius,0,0,0,0,5,60
117295,Les Fantomes d'Ismaël,2017,Drama,110,France,Arnaud Desplechin,0,0,0,0,5,39
117332,Espèces menacées,2017,Drama,105,France,Gilles Bourdos,0,0,0,0,6,20
117965,A Hundred Streets,2016,Drama,95,Great Britain,Jim O'Hanlon,0,0,0,0,5,22
118126,Salting the Battlefield,2014,Action,93,Great Britain,David Hare,0,0,0,0,6,11
118645,Un sac de billes,2017,Drama,113,France,Christian Duguay,0,0,0,0,6,71
118679,Retour à Montauk,2017,Drama,105,Germany,Volker Schlöndorff,0,0,0,0,5,4
118813,El hombre de las mil caras,2016,Thriller,122,Spain,Alberto Rodriguez,0,0,0,0,5,13
118840,Brice de Nice 3,2016,Comedy,95,France,James Huth,0,0,0,0,2,4
119907,Stratton,2016,Action,95,Great Britain,Simon West,0,0,0,0,3,8
120642,Bruc. La llegenda,2010,Adventure,85,Spain,Daniel Benmayor,0,0,0,0,5,16
121136,Kids in Love,2016,Drama,85,Great Britain,Chris Foggin,0,0,0,0,5,4
121154,Le ciel attendra,2016,Drama,105,France,Marie-Castille Mention-Schaar,0,0,0,0,6,3
121249,The Snowman,2017,Thriller,119,Great Britain,Tomas Alfredson,0,0,0,0,5,137
121379,Louise en hiver,2016,Animation,75,France,Jean-François Laguionie,0,0,0,0,7,29
122424,Respectable - The Mary Millington Story,2016,Documentary,109,Great Britain,Simon Sheridan,0,0,0,0,5,4
122488,Happy End,2017,Drama,110,France,Michael Haneke,0,0,0,0,6,109
122532,Es war nicht die Nachtigall,1974,Drama,88,Germany,Sigi Rothemund,0,0,0,0,3,5
122601,A Street Cat Named Bob,2016,Comedy,100,Great Britain,Roger Spottiswoode,0,0,0,0,6,106
122621,Arthur & Merlin,2015,Fantasy,100,Great Britain,Marco van Belle,0,0,0,0,3,3
122884,Supersonic,2016,Documentary,122,Great Britain,Mat Whitecross,0,0,0,0,6,16
122950,The Whale,2013,Adventure,90,Great Britain,Alrick Riley,0,0,0,0,5,4
122979,Que Dios nos perdone,2016,Thriller,125,Spain,Rodrigo Sorogoyen,0,0,0,0,7,134
122983,Zona hostil,2017,War,90,Spain,Adolfo Martínez Pérez,0,0,0,0,5,20
124540,Emilie Richards - Spuren der Vergangenheit,2012,Drama,89,Germany,Christoph Schrewe,0,0,0,0,4,6
124693,In-cheon sang-ryuk jak-jeon,2016,Action,115,South Korea,John H. Lee,0,0,0,0,4,27
124713,T2: Trainspotting,2017,Drama,118,Great Britain,Danny Boyle,0,0,0,0,6,165
124939,Jours de France,2016,Drama,141,France,Jérôme Reybaud,0,0,0,0,7,3
124946,Prevenge,2016,Drama,92,Great Britain,Alice Lowe,0,0,0,0,4,9
124950,Teo-Neol,2016,Drama,127,South Korea,Kim Sung-Hoon,0,0,0,0,6,8
124980,La noche de los brujos,1973,Horror,94,Spain,Amando de Ossorio,0,0,0,0,3,3
125133,Sameblod,2016,Drama,112,Sweden,Amanda Kernell,0,0,0,0,7,42
125153,The Rolling Stones. Havana Moon in Cuba,2016,Musical,105,Great Britain,Paul Dugdale,0,0,0,0,5,14
125394,Austerlitz,2016,Documentary,94,Germany,Sergei Loznitsa,0,0,0,0,7,25
125415,Boys in the Trees,2016,Fantasy,112,Australia,Nicholas Verso,0,0,0,0,5,5
125556,Chosen,2016,Drama,105,Great Britain,Jasmin Dizdar,0,0,0,0,6,5
126363,Taste the Blood of Dracula,1969,Horror,91,Great Britain,Peter Sasdy,0,0,0,0,5,6
126365,The Hoarder,2015,Horror,84,Great Britain,Matt Winn,1,1,1,1,4,22
127358,Le concours,2016,Documentary,100,France,Claire Simon,0,0,0,0,8,3
127391,Das Lächeln der Frauen,2014,Drama,89,Germany,Gregor Schnitzler,0,0,0,0,4,3
127399,Lady Macbeth,2016,Drama,89,Great Britain,William Oldroyd,0,0,0,0,7,111
127444,Killing Ground,2016,Thriller,88,Australia,Damien Power,0,0,0,0,6,5
127467,Without Name,2016,Drama,93,Ireland,Lorcan Finnegan,0,0,0,0,5,6
127478,Rise of the Footsoldier,2007,Biography,119,Great Britain,Julian Gilbey,0,0,0,0,4,19
127492,A Few Less Men,2016,Comedy,92,Australia,Mark Lamprell,0,0,0,0,4,14
127497,Heimat-Fragmente: Die Frauen,2006,Drama,146,Germany,Edgar Reitz,0,0,0,0,6,4
127516,Conni & Co.,2016,Adventure,104,Germany,Franziska Buch,0,0,0,0,2,3
127526,La mélodie,2017,Drama,102,France,Rachid Hami,0,0,0,0,6,33
127534,The Exception,2016,Drama,107,Great Britain,David Leveaux,0,0,0,0,6,51
127537,Handsome Devil,2016,Drama,95,Ireland,John Butler,0,0,0,0,6,10
127584,Inside,2016,Horror,99,Spain,Miguel Ángel Vivas,0,0,0,0,2,4
127593,The First,2014,Sci-Fi,90,Spain,Jacobo Rispa,0,0,0,0,2,18
127650,Marvin,2017,Drama,115,France,Anne Fontaine,0,0,0,0,6,4
127669,The Levelling,2016,Drama,83,Great Britain,Hope Dickson Leach,0,0,0,0,6,9
127712,Werk Ohne Autor,2018,Drama,188,Germany,Florian Henckel von Donnersmarck,0,0,0,0,6,121
127828,Vivir y otras ficciones,2016,Documentary,81,Spain,Jo Sol,0,0,0,0,4,4
127849,La niebla y la doncella,2017,Thriller,104,Spain,Andrés M. Koppel,0,0,0,0,4,8
127869,Ein Sommer in Griechenland,2015,Comedy,90,Germany,Jorgo Papavassiliou,0,0,0,0,1,5
127956,Gardiens de phare,1929,Drama,82,France,Jean Grémillon,0,0,0,0,9,7
127968,La permanence,2016,Documentary,96,France,Alice Diop,0,0,0,0,6,4
127970,Ethel & Ernest,2016,Animation,94,Great Britain,Roger Mainwood,0,0,0,0,6,7
127974,The Pass,2016,Drama,88,Great Britain,Ben A. Williams,0,0,0,0,6,4
128033,Mindhorn,2016,Comedy,89,Great Britain,Sean Foley,0,0,0,0,5,12
128157,L'empereur,2017,Documentary,82,France,Luc Jacquet,0,0,0,0,5,8
128227,Les quarantièmes rugissants,1982,Adventure,132,France,Christian De Chalonge,0,0,0,0,5,5
128307,The Young Offenders,2016,Comedy,84,Ireland,Peter Foott,0,0,0,0,7,10
128322,The Ghoul,2016,Drama,81,Great Britain,Gareth Tunley,0,0,0,0,6,3
128326,Overdrive,2017,Action,96,France,Antonio Negret,0,0,0,0,3,42
128622,Gunshy,2017,Action,86,Great Britain,Simon West,0,0,0,0,3,13
128964,Seed 2,2014,Horror,78,Germany,Marcel Walz,0,0,0,0,2,4
129138,Lean on Pete,2017,Drama,121,Great Britain,Andrew Haigh,0,0,0,0,6,39
129149,Renegades,2017,Action,106,France,Steven Quale,0,0,0,0,4,32
129342,The Devil Rides Out,1968,Horror,96,Great Britain,Terence Fisher,0,0,0,0,6,6
129758,Siete años,2016,Drama,77,Spain,Roger Gual,0,3,2,2,7,19
129764,What Happened to Monday?,2017,Sci-Fi,135,Great Britain,Tommy Wirkola,0,0,0,0,5,167
132850,Red Dog: True Blue,2016,Comedy,89,Australia,Kriv Stenders,0,0,0,0,4,8
133753,Darkest Hour,2017,Drama,114,Great Britain,Joe Wright,0,0,0,0,7,295
133755,La reina de España,2016,Comedy,90,Spain,Fernando Trueba,0,0,0,0,5,7
133759,L'amant double,2017,Drama,110,France,François Ozon,0,0,0,0,5,72
133883,Luz de Soledad,2016,Biography,107,Spain,Pablo Moreno,0,0,0,0,4,5
133889,À fond,2016,Comedy,91,France,Nicolas Benamou,0,0,0,0,5,36
133897,Alibi.com,2017,Comedy,90,France,Philippe Lacheau,0,0,0,0,5,36
133992,La villa,2017,Drama,107,France,Robert Guédiguian,0,0,0,0,6,51
134010,Perfectos desconocidos,2017,Comedy,97,Spain,Alex de la Iglesia,0,0,0,0,7,3
134014,Corporate,2017,Drama,95,France,Nicolas Silhol,0,0,0,0,6,5
134030,Dark River,2017,Drama,89,Great Britain,Clio Barnard,0,0,0,0,5,6
134045,Come and Find Me,2016,Drama,112,Great Britain,Zack Whedon,0,0,0,0,4,21
134145,Rocky IV: le coup de poing américain,2014,Documentary,52,France,Dimitri Kourtchine,0,0,0,0,5,9
134154,Willkommen bei den Hartmanns,2016,Comedy,90,Germany,Simon Verhoeven,0,0,0,0,5,5
134158,Ostwind 3: Aufbruch nach Ora,2017,Adventure,110,Germany,Katja von Garnier,0,0,0,0,5,8
135417,Zone interdite: Attentats du 13 novembre: enquête sur une nuit tragique,2016,Documentary,90,France,Christian Huleu,0,0,0,0,5,4
135446,Wendy - Der Film,2017,Adventure,91,Germany,Dagmar Seume,0,0,0,0,4,6
135448,Bonne Pomme,2017,Comedy,101,France,Florence Quentin,0,0,0,0,5,15
135452,Cherchez la femme!,2017,Comedy,88,France,Sou Abadi,0,0,0,0,5,44
135475,Fleuve noir,2018,Thriller,114,France,Erick Zonca,0,0,0,0,6,38
135486,Le voyage au Groenland,2016,Comedy,98,France,Sébastien Betbeder,0,0,0,0,6,3
135492,Knock,2017,Comedy,113,France,Lorraine Levy,0,0,0,0,5,35
135498,L'ascension,2017,Adventure,103,France,Ludovic Bernard,0,0,0,0,5,15
135539,Aus dem Nichts,2017,Drama,100,Germany,Fatih Akin,0,0,0,0,6,110
135545,Schubert in Love: Vater werden ist (nicht) schwer,2016,Comedy,94,Germany,Lars Büchel,0,0,0,0,4,6
135575,Kenneth Branagh Theatre Company - Romeo and Juliet,2016,Drama,184,Great Britain,Kenneth Branagh,0,0,0,0,6,3
135755,La confession,2016,Drama,116,France,Nicolas Boukhrief,0,0,0,0,6,4
135771,Belle Dormant,2016,Comedy,82,France,Adolfo Arrieta,0,0,0,0,6,5
135864,Churchill,2016,Biography,110,Great Britain,Jonathan Teplitzky,0,0,0,0,5,23
135874,1898. Los últimos de Filipinas,2016,War,105,Spain,Salvador Calvo,0,0,0,0,7,13
136528,The Forgiven,2017,Drama,115,Great Britain,Roland Joffé,0,0,0,0,5,12
136548,Breathe,2017,Drama,117,Great Britain,Andy Serkis,0,0,0,0,6,34
136593,Die kleine Hexe,2017,Comedy,103,Germany,Mike Schaerer,0,0,0,0,7,3
136597,Madame,2017,Comedy,90,France,Amanda Sthers,0,0,0,0,5,52
136603,Seuls,2017,Fantasy,90,France,David Moreau,0,0,0,0,5,11
136725,Whitney,2018,Documentary,120,Great Britain,Kevin Macdonald,0,0,0,0,5,6
136729,L'Amant d'un jour,2017,Drama,76,France,Philippe Garrel,0,0,0,0,6,14
136734,Doctor Who: The Husbands of River Song,2015,Adventure,56,Great Britain,Douglas Mackinnon,0,0,0,0,7,5
136753,Tout nous sépare,2017,Drama,98,France,Thierry Klifa,0,0,0,0,4,20
136757,Abracadabra,2017,Comedy,96,Spain,Pablo Berger,0,0,0,0,5,23
136759,En Liberté!,2018,Comedy,107,France,Pierre Salvadori,0,0,0,0,6,33
136763,Just Charlie,2017,Drama,97,Great Britain,Rebekah Fortune,0,0,0,0,6,9
136793,La Pointe-Courte,1955,Drama,89,France,Agnés Varda,0,0,0,0,7,12
136801,La douleur,2017,Drama,126,France,Emmanuel Finkiel,0,0,0,0,6,23
136813,Deep,2016,Animation,95,Spain,Julio Soto Gurpide,0,0,0,0,5,3
136849,The Perfect Vagina,2008,Documentary,51,Great Britain,Heather Leach,0,0,0,0,2,4
136865,Science Fiction Volume One: The Osiris Child,2016,Sci-Fi,95,Australia,Shane Abbess,0,0,0,0,3,11
136867,Eat Locals,2016,Horror,94,Great Britain,Jason Flemyng,0,0,0,0,4,13
137022,Mum's List,2016,Drama,101,Great Britain,Niall Johnson,0,0,0,0,5,7
137028,The Nile Hilton Incident,2017,Thriller,106,Sweden,Tarik Saleh,0,0,0,0,6,109
137032,God's Own Country,2017,Drama,105,Great Britain,Francis Lee,0,0,0,0,6,40
137143,Happy Family,2017,Animation,95,Germany,Holger Tappe,0,0,0,0,4,15
137149,Contratiempo,2016,Thriller,106,Spain,Oriol Paulo,0,0,0,0,7,187
137205,Bad Day for the Cut,2017,Drama,99,Ireland,Chris Baugh,0,0,0,0,6,11
137324,The Party,2017,Comedy,71,Great Britain,Sally Potter,0,0,0,0,6,92
137353,Jusqu'à la garde,2016,Drama,90,France,Xavier Legrand,0,0,0,0,6,52
137427,Pandora,2016,Thriller,136,South Korea,Jong-woo Park,0,0,0,0,4,11
