id,movie,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,avg_vote
9813,The Duellists,1977,Drama,100,Great Britain,Ridley Scott,1,3,3,4,8,238
9814,The Heartbreak Kid,1993,Drama,94,Australia,Michael Jenkins,0,2,1,2,7,9
9816,Le locataire,1976,Drama,125,France,Roman Polanski,2,2,4,4,8,333
9825,Nicholas and Alexandra,1971,Drama,189,Great Britain,Franklin J. Schaffner,0,2,1,2,6,18
9830,Attack Force Z,1982,War,84,Australia,Tim Burstall,0,2,2,2,5,17
9842,One Two Buckle My Shoe,1991,Crime,102,Great Britain,Ross Devenish,0,2,0,2,5,9
9843,Bmx Bandits,1983,Adventure,90,Australia,Brian Trenchard-Smith,1,2,0,0,5,8
9854,The Prime of Miss Jean Brodie,1969,Comedy,95,Great Britain,Ronald Neame,2,3,4,3,7,21
9856,L'homme blessé,1983,Drama,109,France,Patrice Chéreau,0,2,1,1,6,12
9864,Der Stand der Dinge,1982,Drama,120,Germany,Wim Wenders,0,2,4,2,6,56
9888,Truly Madly Deeply,1991,Comedy,101,Great Britain,Anthony Minghella,1,2,0,1,6,5
9895,Germinal,1993,Drama,160,France,Claude Berri,0,2,2,2,5,11
9901,The Private Life of Sherlock Holmes,1970,Thriller,128,Great Britain,Billy Wilder,2,2,1,2,7,103
9920,Quatermass and the Pit,1967,Sci-Fi,97,Great Britain,Roy Ward Baker,1,2,1,2,7,64
9930,No Blade of Grass,1970,Sci-Fi,97,Great Britain,Cornel Wilde,0,2,1,2,6,14
9935,The Light in the Piazza,1962,Romantic,101,Great Britain,Guy Green,0,2,1,1,7,12
9943,La belle équipe,1936,Drama,101,France,Julien Duvivier,1,3,2,2,7,14
9946,Abgeschminkt!,1993,Comedy,60,Germany,Katja von Garnier,3,3,1,0,7,8
9950,Partners in Crime: The Secret Adversary,1982,Spy,100,Great Britain,Tony Wharmby,0,2,0,2,7,3
9960,Alice in den Städten,1973,Drama,110,Germany,Wim Wenders,1,2,3,1,8,92
9976,Offret - Sacrificatio,1986,Drama,147,Sweden,Andrei Tarkovsky,0,2,5,3,7,93
10016,Trois couleurs. Bleu,1993,Drama,99,France,Krzysztof Kieslowski,0,2,4,3,8,247
10017,Falsche bewegung,1975,Drama,103,Germany,Wim Wenders,0,2,3,1,7,30
10057,Im lauf der Zeit,1976,Drama,176,Germany,Wim Wenders,1,2,2,3,7,70
10060,Quai des brumes,1938,Drama,89,France,Marcel Carné,0,3,2,3,8,60
10115,Capitan Nemo and the Underwater City,1969,Adventure,95,Great Britain,James Hill,1,2,0,1,4,6
10125,Amanecer en puerta oscura,1962,Adventure,85,Spain,José María Forqué,0,1,0,2,4,5
10137,The Spy Who Loved Me,1977,Spy,123,Great Britain,Lewis Gilbert,3,4,2,3,7,125
10153,¡Dispara!,1993,Drama,100,Spain,Carlos Saura,0,2,0,1,3,23
10186,Le guignolo,1980,Comedy,107,France,Georges Lautner,1,2,0,1,5,7
10194,March or Die,1977,Adventure,92,Great Britain,Dick Richards,0,2,0,1,6,39
10228,Moulin Rouge,1952,Drama,119,Great Britain,John Huston,0,2,0,1,7,42
10240,...Crésus...,1960,Comedy,95,France,Jean Giono,1,2,0,1,6,7
10263,Under Suspicion,1991,Thriller,100,Great Britain,Simon Moore,0,2,0,2,6,53
10294,Kamikaze 1989,1982,Crime,107,Germany,Wolf Gremm,1,2,1,2,5,6
10298,Der Philosoph,1988,Comedy,80,Germany,Rudolf Thome,2,2,2,0,7,8
10306,Pierrot le fou,1965,Drama,112,France,Jean-Luc Godard,1,2,3,3,7,82
10321,Die dritte Generation,1979,Comedy,111,Germany,Rainer Werner Fassbinder,2,3,2,2,6,37
10352,Les créatures,1966,Drama,90,France,Agnés Varda,1,3,2,3,6,12
10357,Blue,1993,Sperimental,76,Great Britain,Derek Jarman,0,1,4,3,8,29
10371,Educating Rita,1983,Comedy,115,Great Britain,Lewis Gilbert,2,3,1,1,6,13
10407,La vingt-cinquième heure,1967,Drama,127,France,Henri Verneuil,0,2,3,2,7,20
10410,Blue Blood,1973,Drama,86,Great Britain,Andrew Sinclair,0,0,0,0,3,5
10412,Outland,1981,Sci-Fi,109,Great Britain,Peter Hyams,0,2,2,3,7,142
10421,Un affaire de femmes,1988,Drama,108,France,Claude Chabrol,1,3,4,4,7,43
10441,The Riddle of the Sands,1978,Adventure,98,Great Britain,Tony Maylam,0,0,0,0,6,3
10500,Despair - Eine Reise ins Licht,1978,Drama,119,Germany,Rainer Werner Fassbinder,2,1,4,3,7,29
10518,The Awakening,1979,Fantasy,97,Great Britain,Mike Newell,0,2,0,3,5,39
10552,Milou en Mai,1990,Comedy,106,France,Louis Malle,1,2,1,1,6,16
10558,Le silence est d'or,1947,Comedy,100,France,René Clair,3,2,1,0,7,12
10577,Vampire Circus,1971,Horror,87,Great Britain,Robert Young (I),0,0,0,0,5,13
10605,Nuit d'été en ville,1990,Comedy,85,France,Michel Deville,1,2,0,1,6,4
10606,Backbeat,1993,Drama,110,Great Britain,Iain Softley,1,3,1,3,6,8
10607,The Gypsy and the Gentleman,1958,Drama,107,Great Britain,Joseph Losey,0,2,1,2,6,25
10608,I Could Go on Singing,1963,Drama,99,Great Britain,Ronald Neame,0,2,2,0,5,5
10649,Those Darying Young Men in Their Jauntry,1969,Comedy,125,Great Britain,Ken Annakin,0,0,0,0,6,5
10684,Lola,1961,Drama,85,France,Jacques Demy,0,3,4,3,7,25
10692,Live and Let Die,1973,Spy,122,Great Britain,Guy Hamilton,2,3,1,2,6,140
10702,The 7th Dawn,1964,Adventure,123,Great Britain,Lewis Gilbert,2,3,3,3,5,9
10706,The Young Adventurer,1972,Biography,103,Great Britain,Richard Attenborough,0,0,0,0,6,5
10716,L'enfer,1993,Drama,105,France,Claude Chabrol,1,3,3,3,7,73
10724,The Amorous Adventures of Moll Flanders,1965,Adventure,126,Great Britain,Terence Young,0,2,0,1,5,6
10735,Cul-de-sac,1966,Drama,111,Great Britain,Roman Polanski,2,2,1,2,7,104
10769,Le battant,1982,Thriller,122,France,Alain Delon,0,2,0,2,6,6
10775,Die Sieger,1994,Thriller,134,Germany,Dominik Graf,0,2,0,3,6,3
10792,Zulu,1964,Drama,130,Great Britain,Cy Endfield,0,3,2,2,6,30
10818,La veuve Couderc,1971,Drama,90,France,Pierre Granier-Deferre,2,4,4,4,7,59
10822,Mayrig,1992,Drama,217,France,Henri Verneuil,0,2,2,2,7,4
10824,The Company of Wolves,1984,Horror,108,Great Britain,Neil Jordan,2,3,1,4,7,84
10835,Return to Snowy River,1988,Adventure,101,Australia,Geoff Burrows,0,2,0,2,6,4
10886,Der oel Prinz,1966,Western,90,Germany,Harald Philipp,0,1,1,2,4,6
10905,La belle noiseuse,1991,Drama,124,France,Jacques Rivette,1,1,3,1,7,42
10933,London Kills Me,1991,Drama,107,Great Britain,Hanif Kureishi,1,2,1,1,6,4
10938,Adieu l'ami,1968,Thriller,95,France,Jean Herman,0,2,0,3,7,51
10939,Garde à vue,1981,Drama,90,France,Claude Miller,3,4,3,4,7,32
10950,Hawk the Slayer,1982,Fantasy,93,Great Britain,Terry Marcel,0,1,0,1,5,3
10961,The Purple Plain,1954,War,100,Great Britain,Robert Parrish,0,2,0,1,7,26
10969,The Deadly Bees,1966,Thriller,85,Great Britain,Freddie Francis,0,0,0,0,6,8
10995,Ransom,1975,Drama,95,Great Britain,Caspar Wrede,0,2,0,2,5,11
11007,La voie lactèe,1969,Comedy,102,France,Luis Buñuel,4,3,4,1,8,134
11048,His Majesty O'Keefe,1954,Adventure,90,Great Britain,Byron Haskin,0,2,0,2,6,17
11096,La captive du désert,1989,Drama,98,France,Raymond Depardon,0,1,2,3,6,13
11099,Square Triangle - Flight Pat - Kill Straker,1972,Sci-Fi,90,Great Britain,Alan Perry,0,2,1,2,4,14
11111,De Mayerling à Sarajevo,1940,Drama,89,France,Max Ophüls,0,2,2,2,7,4
11194,Tristana,1970,Drama,99,Spain,Luis Buñuel,1,3,3,2,8,73
11243,La dame d'onze heures,1947,Noir,97,France,Jean Devaivre,0,3,0,3,7,3
11244,Naked,1993,Drama,126,Great Britain,Mike Leigh,1,2,3,2,7,59
11245,Cry Freedom,1987,Drama,158,Great Britain,Richard Attenborough,0,3,4,4,6,50
11272,A Challenge for Robin Hood,1968,Adventure,93,Great Britain,C.M. Pennington-Richards,1,2,0,0,4,4
11275,L'étudiante,1988,Comedy,101,France,Claude Pinoteau,2,2,0,0,4,18
11281,Lost in Africa,1994,Adventure,101,Great Britain,Stewart Raffill,0,1,0,1,4,3
11306,Martha,1973,Drama,112,Germany,Rainer Werner Fassbinder,1,2,3,3,8,70
11317,Le corbeau,1943,Drama,93,France,Henri-Georges Clouzot,0,3,2,3,8,84
11321,Mr Klein,1976,Drama,125,France,Joseph Losey,1,3,3,3,7,107
11353,Beau-père,1981,Comedy,122,France,Bertrand Blier,0,0,0,0,6,3
11376,Justice est faite,1950,Drama,105,France,André Cayatte,0,3,3,3,7,8
11400,Another Country,1984,Drama,98,Great Britain,Marek Kanievska,1,2,2,1,7,40
11405,Fahrenheit 451,1966,Sci-Fi,112,Great Britain,François Truffaut,1,3,4,3,7,209
11407,The Squeaker,1937,Crime,77,Great Britain,William K. Howard,0,2,1,3,6,3
11435,A double tour,1959,Drama,100,France,Claude Chabrol,1,2,3,3,6,20
11444,Tom & Viv,1994,Biography,140,Great Britain,Brian Gilbert,0,1,1,1,3,10
11470,Brazil,1985,Grotesque,142,Great Britain,Terry Gilliam,3,4,4,3,8,404
11512,Chitty Chitty Bang Bang,1968,Musical,141,Great Britain,Ken Hughes,2,2,0,1,7,11
11557,The Dressmaker,1988,Drama,91,Great Britain,Jim O'Brien,0,2,2,3,7,3
11581,Profession: Aventuriers,1973,Comedy,80,France,Claude Mulot,1,2,0,1,3,4
11585,Strictly Ballroom,1992,Musical,98,Australia,Baz Luhrmann,1,4,1,3,6,31
11586,84 Charing Cross Road,1986,Biography,98,Great Britain,David Hugh Jones,3,4,3,3,7,73
11611,Shalako,1968,Western,115,Great Britain,Edward Dmytryk,0,3,1,2,6,16
11649,The Asphyx,1973,Drama,99,Great Britain,Peter Newbrook,0,1,1,1,5,13
11651,Phar Lap,1983,Drama,118,Australia,Simon Wincer,0,3,0,2,7,3
11659,Victim,1961,Drama,98,Great Britain,Basil Dearden,1,4,4,3,7,34
11696,La carrière de Suzanne,1963,Comedy,52,France,Eric Rohmer,1,2,2,1,6,33
11700,City of Joy,1992,Drama,135,Great Britain,Roland Joffé,0,2,2,2,6,27
11701,Prisoners of Honor,1991,History,99,Great Britain,Ken Russell,0,2,3,2,6,22
11702,Assassination Bureau,1968,Comedy,110,Great Britain,Basil Dearden,0,2,0,2,7,20
11703,Le jour et l'heure,1962,Drama,96,France,René Clément,2,2,2,2,6,5
11723,Buster,1988,Biography,101,Great Britain,David Green,1,2,0,1,6,6
11727,Plenty,1985,Drama,123,Great Britain,Fred Schepisi,0,2,1,1,5,10
11742,Ma nuit chez Maud,1969,Comedy,98,France,Eric Rohmer,1,2,2,1,8,74
11743,Four Weddings and a Funeral,1994,Comedy,105,Great Britain,Mike Newell,2,2,1,1,7,241
11761,Billy Liar,1963,Drama,80,Great Britain,John Schlesinger,1,1,1,0,7,24
11765,The Black Tent,1956,Drama,93,Great Britain,Brian Desmond Hurst,0,2,0,1,3,5
11766,The Secret of Stamboul,1936,Adventure,93,Great Britain,Andrew Marton,0,1,0,2,6,3
11767,Just Like a Woman,1992,Comedy,101,Great Britain,Christopher Monger,2,2,0,1,5,6
11791,The Wild Little Bunch,1973,Romantic,100,Great Britain,David Hemmings,0,0,0,0,6,3
11806,Le genou de Claire,1970,Comedy,105,France,Eric Rohmer,2,2,2,0,7,52
11840,Mourir d'aimer,1971,Drama,100,France,André Cayatte,0,2,1,2,6,7
11842,Une femme est une femme,1961,Comedy,84,France,Jean-Luc Godard,1,2,2,1,7,42
11852,Adam's Woman,1970,Adventure,116,Australia,Philip Leacock,0,2,0,2,6,4
11854,Doctor at Large,1957,Comedy,104,Great Britain,Ralph Thomas,2,2,0,0,5,4
11860,Les nuits fauves,1992,Drama,106,France,Cyril Collard,0,2,3,2,7,25
11861,Sea Wife,1957,Adventure,82,Great Britain,Bob McNaught,0,2,0,1,5,4
11866,The Winsflow Boy,1948,Drama,117,Great Britain,Anthony Asquith,1,3,3,3,7,4
11867,So Long at the Fair,1950,Drama,86,Great Britain,Terence Fisher,2,3,3,3,7,23
11876,Hot Millions,1968,Comedy,106,Great Britain,Eric Till,3,3,0,1,7,4
11894,House of the Long Shadows,1983,Comedy,99,Great Britain,Pete Walker,0,0,0,0,6,18
11902,The Commitments,1991,Comedy,118,Great Britain,Alan Parker,2,2,1,1,7,101
11907,L'auberge rouge,1951,Comedy,95,France,Claude Autant-Lara,2,3,0,2,7,8
11909,Children of the Damned,1963,Sci-Fi,90,Great Britain,Anton Leader,0,3,2,3,7,15
11915,Blanche Fury,1948,Drama,95,Great Britain,Marc Allégret,0,2,2,3,8,4
11945,Get Carter,1971,Noir,112,Great Britain,Mike Hodges,2,4,4,4,7,71
11946,Le parfum d'Yvonne,1994,Drama,89,France,Patrice Leconte,0,2,1,1,5,6
11950,Lightning Jack,1994,Western,93,Australia,Simon Wincer,1,3,0,2,4,6
11961,Island of Terror,1966,Horror,82,Great Britain,Terence Fisher,0,3,0,3,6,25
11971,Le ciel de Paris,1991,Drama,90,France,Michel Bena,0,3,0,2,7,7
11979,The Haunting,1963,Horror,112,Great Britain,Robert Wise,0,2,0,2,8,90
11982,Un coeur en hiver,1992,Drama,106,France,Claude Sautet,0,2,0,1,7,109
11999,Dark Places,1974,Horror,90,Great Britain,Don Sharp,1,2,0,3,6,11
12002,La guerre est finie,1966,Drama,120,France,Alain Resnais,0,2,3,2,7,33
12033,Jour de fête,1949,Comedy,79,France,Jacques Tati,4,3,1,1,8,76
12049,Force 10 From Navarone,1978,War,123,Great Britain,Guy Hamilton,0,2,0,1,5,41
12067,The Return of the Musketeers,1989,Adventure,101,Great Britain,Richard Lester,2,2,0,0,6,10
12072,The Million Pound Note,1954,Comedy,91,Great Britain,Ronald Neame,2,2,0,0,5,10
12074,L'aile ou la cuisse,1976,Comedy,110,France,Claude Zidi,3,3,0,0,6,15
12076,Stalingrad,1992,War,138,Germany,Joseph Vilsmaier,0,2,3,2,7,19
12077,Peter's Friends,1992,Drama,93,Great Britain,Kenneth Branagh,2,2,2,1,7,28
12091,La grande illusion,1937,War,117,France,Jean Renoir,0,2,4,3,9,193
12102,Paper Mask,1990,Thriller,105,Great Britain,Christopher Morahan,0,3,0,3,6,7
12124,Två människor,1945,Drama,74,Sweden,Carl Theodor Dreyer,0,2,2,3,7,15
12144,Richard III,1955,Drama,161,Great Britain,Laurence Olivier,0,1,1,1,8,17
12145,Henry V,1944,Drama,137,Great Britain,Laurence Olivier,0,3,3,3,7,33
12180,Mona Lisa,1986,Drama,101,Great Britain,Neil Jordan,0,2,2,2,7,67
12200,The Mercenaries,1968,Adventure,100,Great Britain,Jack Cardiff,0,2,0,1,5,10
12237,The Yellow Rolls Royce,1964,Adventure,122,Great Britain,Anthony Asquith,2,2,0,1,5,17
12247,Man of Aran,1934,Drama,77,Great Britain,Robert J. Flaherty,0,3,3,2,7,51
12254,Smultronstället,1957,Drama,95,Sweden,Ingmar Bergman,1,3,4,3,8,373
12268,Fata Morgana,1971,Documentary,78,Germany,Werner Herzog,0,2,3,2,7,57
12271,Gold,1974,Drama,120,Great Britain,Peter R. Hunt,0,2,1,2,5,20
12284,Les visiteurs,1993,Comedy,103,France,Jean-Marie Poiré,3,3,0,1,6,69
12296,Le bon plaisir,1983,Drama,104,France,Francis Girod,0,2,1,2,6,4
12332,Murder at the Gallop,1963,Thriller,81,Great Britain,George Pollock,2,3,1,2,6,42
12335,Le rayon vert,1986,Comedy,98,France,Eric Rohmer,2,3,3,1,7,98
12339,Deux,1989,Comedy,114,France,Claude Zidi,0,0,0,0,4,4
12345,Shopping,1994,Action,106,Great Britain,Paul W.S. Anderson,0,2,1,2,6,5
12363,L'Atalante,1934,Drama,89,France,Jean Vigo,1,3,1,1,8,196
12373,Murder Ahoy,1964,Thriller,74,Great Britain,George Pollock,1,2,0,2,5,26
12393,The Day the Earth Caught Fire,1961,Sci-Fi,99,Great Britain,Val Guest,1,2,2,2,7,47
12412,The Bride,1985,Sci-Fi,120,Great Britain,Franc Roddam,1,2,1,2,6,9
12414,The Man From Snowy River,1982,Western,93,Australia,George Miller (I),1,3,3,3,6,31
12422,Murder Most Foul,1964,Thriller,91,Great Britain,George Pollock,1,2,1,2,6,42
12445,Orlando,1992,Drama,92,Great Britain,Sally Potter,3,3,4,2,7,58
12457,The Sound Barrier,1952,Drama,118,Great Britain,David Lean,0,3,2,3,7,7
12464,Noose for a Lady,1953,Noir,67,Great Britain,Wolf Rilla,1,2,1,1,6,3
12488,The Triple Echo,1972,Drama,94,Great Britain,Michael Apted,0,2,2,2,6,10
12533,Straight to Hell,1987,Western,86,Great Britain,Alex Cox,0,2,0,2,5,13
12537,The Fiction Makers,1968,Spy,105,Great Britain,Roy Ward Baker,2,3,0,2,6,21
12538,Octopussy,1983,Spy,130,Great Britain,John Glen,1,3,0,2,6,138
12562,The Passage,1979,Drama,98,Great Britain,J. Lee Thompson,0,0,0,0,5,3
12585,Frauds,1993,Comedy,92,Australia,Stephan Elliott,2,3,0,2,6,4
12597,Dr. No,1962,Spy,105,Great Britain,Terence Young,1,3,0,3,7,227
12624,Man Friday,1975,Adventure,115,Great Britain,Jack Gold,1,2,0,1,6,10
12652,Kika,1994,Comedy,115,Spain,Pedro Almodóvar,2,3,1,2,6,83
12657,Soleil noir,1966,Adventure,95,France,Denys De La Patellière,0,2,0,1,3,5
12669,Un monde sans pitié,1989,Drama,86,France,Eric Rochant,1,2,2,1,7,5
12678,I Want to Go Home,1989,Comedy,115,France,Alain Resnais,2,2,1,1,6,12
12688,Die Schlangengrube und das Pende,1967,Horror,82,Germany,Harald Reinl,0,2,0,2,5,8
12697,Tom Jones,1963,Comedy,123,Great Britain,Tony Richardson,3,3,2,1,7,58
12707,Goldfinger,1964,Spy,110,Great Britain,Guy Hamilton,2,3,0,2,7,226
12709,Orders to Kill,1958,Drama,111,Great Britain,Anthony Asquith,0,2,3,3,7,5
12711,The Lonely Passion of Judith Hearne,1987,Drama,116,Great Britain,Jack Clayton,1,2,2,2,5,8
12723,Blame It on the Bellboy,1992,Comedy,78,Great Britain,Mark Herman,2,3,0,2,5,15
12731,The Field,1990,Drama,121,Great Britain,Jim Sheridan,0,2,2,2,7,12
12738,The Playboys,1992,Drama,109,Great Britain,Gillies MacKinnon,0,2,1,2,6,5
12739,Le colonel Chabert,1994,Drama,110,France,Yves Angelo,0,2,1,2,7,9
12749,HMS Defiant,1962,Adventure,101,Great Britain,Lewis Gilbert,0,0,0,0,6,8
12773,Persona,1966,Drama,79,Sweden,Ingmar Bergman,0,2,3,3,8,254
12776,Widow's Peak,1994,Comedy,101,Great Britain,John Irvin,1,2,0,2,6,4
12784,La teta y la luna,1994,Comedy,88,Spain,Bigas Luna,2,2,0,0,5,49
12791,The Lavender Hill Mob,1951,Comedy,78,Great Britain,Charles Crichton,2,3,1,2,7,39
12798,Tystnaden,1963,Drama,95,Sweden,Ingmar Bergman,0,1,4,2,7,84
12840,La fièvre monte à El Pao,1959,Drama,97,France,Luis Buñuel,1,3,2,3,6,29
12861,Herz aus Glas,1976,Drama,104,Germany,Werner Herzog,1,3,3,2,6,79
12876,Themroc,1972,Grotesque,105,France,Claude Faraldo,0,0,0,0,5,5
12880,Heatwave,1982,Drama,95,Australia,Phillip Noyce,2,2,3,2,7,4
12885,The Anniversary,1968,Drama,95,Great Britain,Roy Ward Baker,1,1,1,2,6,28
12895,Dancing Machine,1990,Thriller,110,France,Gilles Béhat,0,2,0,2,4,5
12903,Elena et les hommes,1956,Comedy,96,France,Jean Renoir,2,2,2,1,7,15
12925,Chicago Joe and the Showgirl,1989,Adventure,103,Great Britain,Bernard Rose,2,3,1,2,7,3
12930,Carrington,1995,Drama,123,Great Britain,Christopher Hampton,2,0,2,1,6,19
12932,La belle histoire,1992,Romantic,210,France,Claude Lelouch,2,3,3,4,6,8
12935,Butterfly Kiss,1994,Drama,88,Great Britain,Michael Winterbottom,1,2,2,2,7,40
12942,Land and Freedom,1995,Drama,109,Great Britain,Ken Loach,1,2,2,2,6,90
12963,Fragment of Fear,1970,Thriller,95,Great Britain,Richard C. Sarafian,0,0,0,0,6,14
12977,Circle of Friends,1995,Comedy,100,Great Britain,Pat O'Connor,2,2,1,0,5,6
12980,In the Bleak Midwinter,1995,Comedy,100,Great Britain,Kenneth Branagh,1,2,2,1,7,45
12985,The Man Between,1953,Drama,101,Great Britain,Carol Reed,0,2,3,3,7,14
12986,La Haine,1995,Drama,95,France,Mathieu Kassovitz,2,4,4,4,7,273
13005,Un indien dans la ville,1994,Comedy,95,France,Hervé Palud,1,2,0,0,4,4
13006,La cérémonie,1995,Drama,111,France,Claude Chabrol,1,2,1,3,7,97
13010,Gazon maudit,1995,Comedy,105,France,Josiane Balasko,2,2,0,0,5,26
13017,The Madness of King George,1995,Drama,109,Great Britain,Nicholas Hytner,1,2,2,2,6,18
13041,Muriel's Wedding,1994,Comedy,100,Australia,P.J. Hogan,2,2,1,0,7,29
13048,Une femme française,1994,Mélo,101,France,Régis Wargnier,0,2,0,0,5,6
13058,Captives,1994,Drama,95,Great Britain,Angela Pope,0,2,2,3,7,12
13062,The Englishman Who Went up a Hill but...,1995,Comedy,96,Great Britain,Christopher Monger,3,2,1,1,6,52
13099,The Angry Hills,1959,War,105,Great Britain,Robert Aldrich,0,2,2,2,6,10
13103,Black Rainbow,1989,Thriller,100,Great Britain,Mike Hodges,0,2,0,2,6,7
13104,Les diaboliques,1954,Thriller,110,France,Henri-Georges Clouzot,1,4,3,4,8,161
13123,Man on Fire,1987,Thriller,92,France,Elie Chouraqui,0,2,0,2,6,14
13176,Le Hussard sur le toit,1995,Adventure,118,France,Jean-Paul Rappeneau,0,2,0,1,5,35
13195,The Priest,1994,Drama,103,Great Britain,Antonia Bird,0,2,0,1,6,16
13216,Nothing Personal,1995,Drama,85,Great Britain,Thaddeus O'Sullivan,0,2,4,2,6,5
13270,Grosse fatigue,1994,Comedy,84,France,Michel Blanc,3,3,1,2,6,3
13282,Ferry to Hong Kong,1959,Adventure,100,Great Britain,Lewis Gilbert,1,2,0,1,5,5
13290,Jamón jamón,1992,Drama,94,Spain,Bigas Luna,1,2,1,2,5,57
13296,La flor de mi secreto,1995,Comedy,100,Spain,Pedro Almodóvar,3,3,2,2,6,86
13322,August,1995,Drama,95,Great Britain,Anthony Hopkins,0,1,2,1,5,4
13333,The Fallen Idol,1948,Drama,94,Great Britain,Carol Reed,0,2,2,2,8,30
13340,The Young Americans,1993,Thriller,103,Great Britain,Danny Cannon,0,3,2,3,7,20
13385,Tout le monde n'a pas eu la chance d'avoir des parents communistes,1996,Comedy,95,France,Jean-Jacques Zilbermann,2,3,1,1,7,4
13387,Les Misérables,1996,Drama,120,France,Claude Lelouch,0,2,1,2,5,5
13390,Conte d'eté,1996,Comedy,113,France,Eric Rohmer,1,1,1,1,7,66
13393,Accion mutante,1993,Comedy,91,Spain,Alex de la Iglesia,1,2,0,1,5,27
13406,Trois vies et une seule mort,1996,Grotesque,123,France,Raoul Ruiz,2,2,0,0,6,18
13424,Une femme douce,1969,Drama,90,France,Robert Bresson,0,2,2,4,8,34
13459,Les voraces,1974,Comedy,95,France,Sergio Gobbi,1,2,0,2,5,10
13476,The Third Secret,1964,Crime,90,Great Britain,Charles Crichton,0,2,0,2,6,10
13478,The Curse of the Fly,1965,Horror,86,Great Britain,Don Sharp,0,2,0,2,5,20
13485,Greyfriars Bobby: The True Story of a Dog,1961,Adventure,91,Great Britain,Don Chaffey,0,2,1,0,7,7
13492,Romuald & Juliette,1988,Comedy,110,France,Coline Serreau,2,2,1,1,7,16
13495,Caravan,1946,Drama,122,Great Britain,Arthur Crabtree,0,2,0,2,4,3
13506,The Admirable Crichton,1957,Comedy,94,Great Britain,Lewis Gilbert,1,2,1,0,6,6
13509,The Italian Job,1969,Comedy,104,Great Britain,Peter Collinson,3,3,1,2,6,43
13540,Scream and Scream Again,1969,Horror,94,Great Britain,Gordon Hessler,0,0,0,0,5,14
13584,Angelique et le Roy,1965,Adventure,105,France,Bernard Borderie,0,2,0,1,6,18
13600,Persuasion,1995,Romantic,106,Great Britain,Roger Michell,2,2,1,1,6,20
13616,Edward II,1991,Drama,90,Great Britain,Derek Jarman,0,2,3,2,7,31
13617,The Double Man,1967,Spy,105,Great Britain,Franklin J. Schaffner,0,2,0,2,6,8
13623,Tacones lejanos,1991,Drama,113,Spain,Pedro Almodóvar,2,3,0,3,6,73
13636,Dust Devil,1992,Horror,100,Great Britain,Richard Stanley,0,2,1,2,6,38
13644,Dracula Has Risen From the Grave,1968,Horror,92,Great Britain,Freddie Francis,0,1,0,3,6,17
13648,Reckless Kelly,1993,Comedy,94,Australia,Yahoo Serious,2,2,0,0,6,4
13708,Rasputin the Mad Monk,1966,Drama,92,Great Britain,Don Sharp,0,2,0,2,7,7
13722,The Innocents,1961,Drama,105,Great Britain,Jack Clayton,1,4,2,4,8,104
13753,On the Beat,1962,Comedy,90,Great Britain,Robert Asher,2,2,0,1,5,5
13773,The Psychopath,1966,Horror,83,Great Britain,Freddie Francis,0,1,3,0,6,10
13778,Frankie Starlight,1995,Romantic,100,Great Britain,Michael Lindsay-Hogg,0,2,2,2,5,4
13791,The Executioner,1970,Spy,107,Great Britain,Sam Wanamaker,0,2,0,2,5,7
13841,Stonewall,1995,Drama,98,Great Britain,Nigel Finch,1,2,2,1,7,11
13845,La seconde vérité,1967,Thriller,92,France,Christian-Jaque,2,3,2,3,4,11
13849,Straight on Till Morning,1972,Thriller,96,Great Britain,Peter Collinson,0,2,0,2,6,9
13865,Hue and Cry,1947,Adventure,82,Great Britain,Charles Crichton,0,3,2,2,7,4
13867,When Dinosaurs Ruled the Earth,1970,Adventure,100,Great Britain,Val Guest,0,3,0,1,5,5
13874,The Blue Lamp,1950,Crime,84,Great Britain,Basil Dearden,1,3,2,3,6,12
13890,Breaker Morant,1979,Drama,107,Australia,Bruce Beresford,0,3,3,3,7,10
13891,The Hit,1984,Thriller,100,Great Britain,Stephen Frears,1,2,2,2,7,39
13897,They're a Weird Mob,1966,Comedy,112,Australia,Michael Powell,3,2,0,1,7,8
13987,Bunny Lake is Missing,1965,Thriller,107,Great Britain,Otto Preminger,0,3,0,3,7,59
13997,Dédée d'Anvers,1947,Drama,87,France,Yves Allégret,0,2,0,2,7,4
14007,La fille de D'Artagnan,1995,Adventure,125,France,Bertrand Tavernier,1,2,1,0,6,20
14010,Les baisers de secours,1989,Drama,83,France,Philippe Garrel,0,1,3,2,7,8
14011,J'entends plus la guitare,1991,Drama,108,France,Philippe Garrel,0,1,4,2,8,12
14012,Les amants du Pont-Neuf,1991,Drama,125,France,Leos Carax,0,2,1,2,7,63
14016,Nowere to Go,1958,Drama,87,Great Britain,Seth Holt,0,0,0,0,7,6
14028,Villain,1971,Drama,98,Great Britain,Michael Tuchner,0,1,1,2,6,5
14053,Shallow Grave,1994,Thriller,90,Great Britain,Danny Boyle,1,3,1,3,7,153
14066,The Master of Ballantrae,1953,Adventure,89,Great Britain,William Keighley,1,2,0,1,6,6
14067,Wetherby,1985,Drama,102,Great Britain,David Hare,0,2,3,3,7,11
14073,Gaslight,1940,Drama,88,Great Britain,Thorold Dickinson,0,2,0,2,7,8
14102,Le sourire,1994,Drama,90,France,Claude Miller,0,2,1,1,6,6
14112,Carve Her Name with Pride,1958,Spy,119,Great Britain,Lewis Gilbert,1,2,0,2,7,11
